subject	stream	bias	kappa	number	dv	dv_abs	dv_abs_k1	mapmax_bias	mapmax_kappa
3	dual	0.2153846153846154	7.38905609893065	3	-9.278643599221129e-05	9.278643599221129e-05	0.2846153846153846	0.5	1.9678135965090222
3	dual	0.2153846153846154	7.38905609893065	4	-1.609080933036052e-11	1.609080933036052e-11	0.0346153846153846	0.5	1.9678135965090222
3	dual	0.2153846153846154	7.38905609893065	5	1.1832754591595124e-05	1.1832754591595124e-05	0.2153846153846154	0.5	1.9678135965090222
3	dual	0.2153846153846154	7.38905609893065	6	0.0035111096926018623	0.0035111096926018623	0.4653846153846154	0.5	1.9678135965090222
3	dual	0.2153846153846154	7.38905609893065	7	0.08417534721713377	0.08417534721713377	0.7153846153846154	0.5	1.9678135965090222
3	dual	0.2153846153846154	7.38905609893065	8	0.7708150783991066	0.7708150783991066	0.9653846153846154	0.5	1.9678135965090222
3	dual	0.2153846153846154	7.38905609893065	9	4.226243712486168	4.226243712486168	1.2153846153846155	0.5	1.9678135965090222
4	single	-0.2692307692307692	7.38905609893065	1	-5.821933521960628	5.821933521960628	1.2692307692307692	0.15384615384615385	1.4918246976412708
4	single	-0.2692307692307692	7.38905609893065	2	-1.1511347341411404	1.1511347341411404	1.0192307692307692	0.15384615384615385	1.4918246976412708
4	single	-0.2692307692307692	7.38905609893065	3	-0.14390178387947233	0.14390178387947233	0.7692307692307692	0.15384615384615385	1.4918246976412708
4	single	-0.2692307692307692	7.38905609893065	4	-0.00788464563439031	0.00788464563439031	0.5192307692307692	0.15384615384615385	1.4918246976412708
4	single	-0.2692307692307692	7.38905609893065	5	-6.1540267560878e-05	6.1540267560878e-05	0.2692307692307692	0.15384615384615385	1.4918246976412708
4	single	-0.2692307692307692	7.38905609893065	6	-2.0910047911777197e-13	2.0910047911777197e-13	0.019230769230769218	0.15384615384615385	1.4918246976412708
4	single	-0.2692307692307692	7.38905609893065	7	1.970088772099472e-05	1.970088772099472e-05	0.23076923076923078	0.15384615384615385	1.4918246976412708
4	single	-0.2692307692307692	7.38905609893065	8	0.004464904507847203	0.004464904507847203	0.4807692307692308	0.15384615384615385	1.4918246976412708
4	single	-0.2692307692307692	7.38905609893065	9	0.09850644531906379	0.09850644531906379	0.7307692307692308	0.15384615384615385	1.4918246976412708
4	dual	0.46153846153846156	0.1353352832366127	1	-0.9196355335604742	0.9196355335604742	0.5384615384615384	0.5	1.9678135965090222
4	dual	0.46153846153846156	0.1353352832366127	2	-0.8451442578844564	0.8451442578844564	0.28846153846153844	0.5	1.9678135965090222
4	dual	0.46153846153846156	0.1353352832366127	3	-0.6434342596406071	0.6434342596406071	0.038461538461538436	0.5	1.9678135965090222
4	dual	0.46153846153846156	0.1353352832366127	4	0.810403625877474	0.810403625877474	0.21153846153846156	0.5	1.9678135965090222
4	dual	0.46153846153846156	0.1353352832366127	5	0.9006488125773439	0.9006488125773439	0.46153846153846156	0.5	1.9678135965090222
4	dual	0.46153846153846156	0.1353352832366127	6	0.9549864860454865	0.9549864860454865	0.7115384615384616	0.5	1.9678135965090222
4	dual	0.46153846153846156	0.1353352832366127	7	0.9947061159321772	0.9947061159321772	0.9615384615384616	0.5	1.9678135965090222
4	dual	0.46153846153846156	0.1353352832366127	8	1.026309772704002	1.026309772704002	1.2115384615384617	0.5	1.9678135965090222
4	dual	0.46153846153846156	0.1353352832366127	9	1.0527000454383713	1.0527000454383713	1.4615384615384617	0.5	1.9678135965090222
5	single	-0.5	0.1353352832366127	1	-1.0564072192589549	1.0564072192589549	1.5	0.15384615384615385	1.4918246976412708
5	single	-0.5	0.1353352832366127	2	-1.0306598165308796	1.0306598165308796	1.25	0.15384615384615385	1.4918246976412708
5	single	-0.5	0.1353352832366127	3	-1.0	1.0	1.0	0.15384615384615385	1.4918246976412708
5	single	-0.5	0.1353352832366127	4	-0.9618146342649875	0.9618146342649875	0.75	0.15384615384615385	1.4918246976412708
5	single	-0.5	0.1353352832366127	5	-0.9104582179395536	0.9104582179395536	0.5	0.15384615384615385	1.4918246976412708
5	single	-0.5	0.1353352832366127	6	-0.8289341666136677	0.8289341666136677	0.25	0.15384615384615385	1.4918246976412708
5	single	-0.5	0.1353352832366127	7	0.0	0.0	0.0	0.15384615384615385	1.4918246976412708
5	single	-0.5	0.1353352832366127	8	0.8289341666136677	0.8289341666136677	0.25	0.15384615384615385	1.4918246976412708
5	single	-0.5	0.1353352832366127	9	0.9104582179395536	0.9104582179395536	0.5	0.15384615384615385	1.4918246976412708
5	dual	0.20769230769230773	7.38905609893065	1	-0.17902807882039293	0.17902807882039293	0.7923076923076923	0.5	1.9678135965090222
5	dual	0.20769230769230773	7.38905609893065	2	-0.010872440677276588	0.010872440677276588	0.5423076923076923	0.5	1.9678135965090222
5	dual	0.20769230769230773	7.38905609893065	3	-0.00011299613775651935	0.00011299613775651935	0.29230769230769227	0.5	1.9678135965090222
5	dual	0.20769230769230773	7.38905609893065	4	-7.088191235632995e-11	7.088191235632995e-11	0.04230769230769227	0.5	1.9678135965090222
5	dual	0.20769230769230773	7.38905609893065	5	9.044428528297416e-06	9.044428528297416e-06	0.20769230769230773	0.5	1.9678135965090222
5	dual	0.20769230769230773	7.38905609893065	6	0.003104269287134268	0.003104269287134268	0.45769230769230773	0.5	1.9678135965090222
5	dual	0.20769230769230773	7.38905609893065	7	0.07771277236817728	0.07771277236817728	0.7076923076923077	0.5	1.9678135965090222
5	dual	0.20769230769230773	7.38905609893065	8	0.7265706564978531	0.7265706564978531	0.9576923076923077	0.5	1.9678135965090222
5	dual	0.20769230769230773	7.38905609893065	9	4.0325494258099255	4.0325494258099255	1.2076923076923078	0.5	1.9678135965090222
6	single	0.23076923076923084	1.2403388586439534	1	-0.722223528070557	0.722223528070557	0.7692307692307692	0.15384615384615385	1.4918246976412708
6	single	0.23076923076923084	1.2403388586439534	2	-0.44355805340759746	0.44355805340759746	0.5192307692307692	0.15384615384615385	1.4918246976412708
6	single	0.23076923076923084	1.2403388586439534	3	-0.1964090572033476	0.1964090572033476	0.26923076923076916	0.15384615384615385	1.4918246976412708
6	single	0.23076923076923084	1.2403388586439534	4	-0.00744002459673835	0.00744002459673835	0.019230769230769162	0.15384615384615385	1.4918246976412708
6	single	0.23076923076923084	1.2403388586439534	5	0.16222762355317083	0.16222762355317083	0.23076923076923084	0.15384615384615385	1.4918246976412708
6	single	0.23076923076923084	1.2403388586439534	6	0.40317508495697163	0.40317508495697163	0.48076923076923084	0.15384615384615385	1.4918246976412708
6	single	0.23076923076923084	1.2403388586439534	7	0.6777060371714715	0.6777060371714715	0.7307692307692308	0.15384615384615385	1.4918246976412708
6	single	0.23076923076923084	1.2403388586439534	8	0.9762027227037343	0.9762027227037343	0.9807692307692308	0.15384615384615385	1.4918246976412708
6	single	0.23076923076923084	1.2403388586439534	9	1.2937476643784938	1.2937476643784938	1.2307692307692308	0.15384615384615385	1.4918246976412708
